case_id,turn_index,true_pathology,notebook13_prediction,notebook13_correct,requests_before,fused_top1,bayes_top1,mlp_top1,fused_confidence,fused_entropy,fused_margin,contradiction_score,max_remaining_utility,top_voi_root,top_voi_question,top_voi_utility,actual_requested_root,actual_request_voi_rank,actual_request_utility
test:38475,11,Acute COPD exacerbation / infection,Myocarditis,False,10,Acute dystonic reactions,Anemia,Acute dystonic reactions,0.2447314862159856,0.6686421867266512,0.025266569971561542,0.0,0.18860727893174728,E_155,"Do you feel your heart is beating fast (racing), irregularly (missing a beat) or do you feel palpitations?",0.18860727893174728,E_129,30.0,-0.05
test:38475,12,Acute COPD exacerbation / infection,Myocarditis,False,11,Anemia,Anemia,Acute dystonic reactions,0.20398718703460733,0.6960372710507787,0.011308632970881027,0.2674346678148562,0.13997096216505134,E_155,"Do you feel your heart is beating fast (racing), irregularly (missing a beat) or do you feel palpitations?",0.13997096216505134,E_147,,
test:38475,13,Acute COPD exacerbation / infection,Myocarditis,False,12,Anemia,Anemia,Anemia,0.20571895275184066,0.7102062171872865,0.068101015040263,0.2674346678148562,0.06901828748260175,E_53,"Do you have pain somewhere, related to your reason for consulting?",0.06901828748260175,E_201,6.0,0.008791025235377017
test:38475,14,Acute COPD exacerbation / infection,Myocarditis,False,13,Anemia,Anemia,Anemia,0.23713513051289026,0.6003857647087324,0.05187973985690281,0.2674346678148562,0.07749869027898156,E_82,Do you feel lightheaded and dizzy or do you feel like you are about to faint?,0.07749869027898156,E_212,22.0,-0.046382505516065674
test:38475,15,Acute COPD exacerbation / infection,Myocarditis,False,14,Guillain-Barré syndrome,Anemia,Guillain-Barré syndrome,0.28794652359249595,0.5800489759553298,0.10528151567181282,0.3207759784129134,0.03516233035829071,E_53,"Do you have pain somewhere, related to your reason for consulting?",0.03516233035829071,E_25,,
test:38475,16,Acute COPD exacerbation / infection,Myocarditis,False,15,Guillain-Barré syndrome,Anemia,Guillain-Barré syndrome,0.22055730242982,0.6641737861058952,0.05657331866241208,0.3207759784129134,0.04914087822249505,E_53,"Do you have pain somewhere, related to your reason for consulting?",0.04914087822249505,E_194,13.0,-0.02821111262329998
test:38475,17,Acute COPD exacerbation / infection,Myocarditis,False,16,Anemia,Anemia,Anemia,0.27882422006280033,0.6286941952394595,0.0668341864179792,0.2674346678148562,0.0997125440802264,E_175,"Have you noticed any new fatigue, generalized and vague discomfort, diffuse (widespread) muscle aches or a change in your general well-being related to your consultation today?",0.0997125440802264,E_146,,
test:38475,18,Acute COPD exacerbation / infection,Myocarditis,False,17,Guillain-Barré syndrome,Anemia,Guillain-Barré syndrome,0.3928649419143205,0.5824372309143675,0.28058260903882737,0.3207759784129134,0.015114224265771123,E_97,Do you have a sore throat?,0.015114224265771123,E_214,22.0,-0.04918137922812664
test:38475,19,Acute COPD exacerbation / infection,Myocarditis,False,18,Acute COPD exacerbation / infection,Acute COPD exacerbation / infection,Bronchitis,0.23204247671980965,0.5834920575987422,0.0036401071762963144,0.8831969798208484,0.03369352054352663,E_218,Do you have symptoms that are increased with physical exertion but alleviated with rest?,0.03369352054352663,E_181,4.0,0.010033252698666284
test:38475,20,Acute COPD exacerbation / infection,Myocarditis,False,19,Acute COPD exacerbation / infection,Acute COPD exacerbation / infection,Acute COPD exacerbation / infection,0.29872918940556087,0.5791136110487055,0.08013247241501889,0.8831969798208484,0.06159319871949823,E_77,Do you have a cough that produces colored or more abundant sputum than usual?,0.06159319871949823,E_72,,
test:38475,21,Acute COPD exacerbation / infection,Myocarditis,False,20,Acute COPD exacerbation / infection,Anemia,Acute COPD exacerbation / infection,0.2724247411029775,0.5887484243338533,0.045618429151720735,1.2063083912343977,0.06626508909949043,E_77,Do you have a cough that produces colored or more abundant sputum than usual?,0.06626508909949043,E_142,,
test:38475,22,Acute COPD exacerbation / infection,Myocarditis,False,21,Acute COPD exacerbation / infection,Anemia,Acute COPD exacerbation / infection,0.26747587921583416,0.5926409598863488,0.049044489246018175,1.2070006619147802,0.06117959357602183,E_77,Do you have a cough that produces colored or more abundant sputum than usual?,0.06117959357602183,E_116,,
test:38475,23,Acute COPD exacerbation / infection,Myocarditis,False,22,Guillain-Barré syndrome,Anemia,Guillain-Barré syndrome,0.2767093492270262,0.5766333359099234,0.03914292384960322,1.412891420269328,0.07212573492431223,E_77,Do you have a cough that produces colored or more abundant sputum than usual?,0.07212573492431223,E_125,,
test:38475,24,Acute COPD exacerbation / infection,Myocarditis,False,23,Guillain-Barré syndrome,Anemia,Guillain-Barré syndrome,0.31250785342954635,0.6152617945586992,0.20669489771908434,1.412891420269328,0.019390877374811225,E_155,"Do you feel your heart is beating fast (racing), irregularly (missing a beat) or do you feel palpitations?",0.019390877374811225,E_217,4.0,0.005373456601492216
test:104857,1,Acute dystonic reactions,Acute dystonic reactions,True,0,Acute dystonic reactions,Acute dystonic reactions,Acute dystonic reactions,0.6752553446418849,0.24870914580526654,0.40769573110455487,0.0,0.09059919226341821,E_155,"Do you feel your heart is beating fast (racing), irregularly (missing a beat) or do you feel palpitations?",0.09059919226341821,E_63,,
test:104857,2,Acute dystonic reactions,Acute dystonic reactions,True,1,Acute dystonic reactions,Acute dystonic reactions,Acute dystonic reactions,0.7602727321794653,0.29512423427430584,0.6483618469677748,0.0,0.12388278304300233,E_155,"Do you feel your heart is beating fast (racing), irregularly (missing a beat) or do you feel palpitations?",0.12388278304300233,,,
test:58986,1,Acute laryngitis,Acute laryngitis,True,0,Acute laryngitis,URTI,Acute laryngitis,0.6885506386263354,0.21920416420034444,0.41775186834249767,0.0,0.0878514145326109,E_194,Have you noticed a high pitched sound when breathing in?,0.0878514145326109,E_65,,
test:58986,2,Acute laryngitis,Acute laryngitis,True,1,Acute laryngitis,URTI,Acute laryngitis,0.6881516071057969,0.3814362221594954,0.6371093098576883,0.0,0.06116824742454141,E_125,Have you ever been diagnosed with gastroesophageal reflux?,0.06116824742454141,,,
