root_evidence_id,question_en,data_type,num_outcome_states,global_present_rate,global_mi,global_mi_norm,root_outcome_entropy
E_120,Do you have polyps in your nose?,B,2,0.03031585351822637,0.125783562587819,0.05764642583567149,0.19597338002814133
E_26,Do you have any family members who have been diagnosed with anemia?,B,2,0.03519591420453548,0.12272697721755754,0.056245597156374415,0.21981437484881483
E_94,Have you had chills or shivers?,B,2,0.034493887492419086,0.1176566039286469,0.05392185237013266,0.21645042731904238
E_22,Do you have a known issue with one of your heart valves?,B,2,0.032825599014042486,0.11541053604288842,0.05289248268832022,0.2083699341036159
E_159,Did you lose consciousness?,B,2,0.03412239835725749,0.11358976714054878,0.052058026918955766,0.2146617268182693
E_140,Have you recently had stools that were black (like coal)?,B,2,0.03734879612169243,0.11051872134063824,0.0506505710455471,0.23000158534416829
E_109,Have you ever had deep vein thrombosis (DVT)?,B,2,0.0330566828067808,0.10949625679964356,0.05018197701688853,0.20949661646359513
E_103,Have you lost your sense of smell?,B,2,0.026710166321828547,0.1067830885979245,0.04893853593204167,0.177615153319156
E_84,Do you feel weakness in both arms and/or both legs?,B,2,0.028225373975479768,0.10406263207279244,0.047691754619056496,0.18541258945130154
E_16,Do you feel anxious?,B,2,0.028792845567773853,0.10356715198789557,0.047464676808733564,0.18830143375241684
E_172,Do you have a hard time opening/raising one or both eyelids?,B,2,0.028480833695722123,0.10198943668264071,0.04674161215336033,0.1867151423959794
E_3,Have you ever had a pericarditis?,B,2,0.025620074843847807,0.10155223885287437,0.04654124501674385,0.17192698552607807
E_219,Are your symptoms more prominent at night?,B,2,0.030869674591118192,0.10121043323991791,0.04638459599590097,0.198734654454969
E_65,"Do you have difficulty swallowing, or have a feeling of discomfort/blockage when swallowing?",B,2,0.026036415685616838,0.10095748773922031,0.04626867143671025,0.17410743338641083
E_31,Do you have severe Chronic Obstructive Pulmonary Disease (COPD)?,B,2,0.02678329410434067,0.10079739461512062,0.04619530098817672,0.1779943487549261
E_154,Is your skin much paler than usual?,B,2,0.029685004514421773,0.10041680490980186,0.046020877273582374,0.19280970026614241
E_179,Have you noticed light red blood or blood clots in your stool?,B,2,0.029650878215916117,0.1002838699793129,0.04595995338612251,0.1926379937307153
E_207,Do you live in in a big city?,B,2,0.027192809686408567,0.09475222393543954,0.04342480795967064,0.18011239553529515
E_182,Do you have greenish or yellowish nasal discharge?,B,2,0.02412534296929998,0.09452915836741009,0.043322577330649266,0.16401511258910767
E_12,Do you have a known severe food allergy?,B,2,0.021743327333605043,0.0913959796687569,0.041886646039104594,0.1511200157861
E_44,Do you take corticosteroids?,B,2,0.025854083747886607,0.09132792670333514,0.041855457462923636,0.17315375284004278
E_143,"Do you exercise regularly, 4 times per week or more?",B,2,0.02445880565755527,0.09091997127996901,0.04166849207910477,0.16579176947125673
E_87,Do you have any family members who have asthma?,B,2,0.026072492058322818,0.09073689443506093,0.041584588224379285,0.17429590499079015
E_61,Are you currently using intravenous drugs?,B,2,0.02597791345960714,0.0905917057862852,0.041518048475451534,0.1738016463204338
E_169,Is your nose or the back of your throat itchy?,B,2,0.02111442840400077,0.09055432491704485,0.04150091687683878,0.14765283293786072
E_191,Are you a former smoker?,B,2,0.0235247201156004,0.09038475070510227,0.041423201259382286,0.1607977994470192
E_177,"Do you currently, or did you ever, have numbness, loss of sensitivity or tingling anywhere on your body?",B,2,0.026332826964065983,0.08978944530234162,0.0411503736494483,0.17565377081357297
E_121,Do you have a deviated nasal septum?,B,2,0.02285096947938869,0.0882163975853466,0.04042944814306177,0.15716177529155512
E_92,Did your cheeks suddenly turn red?,B,2,0.01780222737475161,0.08795448870000758,0.04030941567758077,0.128916161641989
E_2,Are you infected with the human immunodeficiency virus (HIV)?,B,2,0.023542270783403308,0.08777758551195958,0.04022834120091548,0.16089213047908377
E_187,Did you eat dark-fleshed fish (such as tuna) or Swiss cheese before the reaction occurred?,B,2,0.017669622329129622,0.08689551773019344,0.03982409080509674,0.12814819704705446
E_42,Have you been in contact with or ate something that you have an allergy to?,B,2,0.020845318164356155,0.08677910466951215,0.039770738866808444,0.14616081296531508
E_137,Have you ever had surgery to remove lymph nodes?,B,2,0.020400701246682435,0.08439647089545561,0.03867878123479415,0.14368448995042865
E_203,Do you have intense coughing fits?,B,2,0.021205106854315807,0.0835616536609273,0.03829618569682012,0.14815443700039782
E_176,"Did you previously, or do you currently, have any weakness/paralysis in one or more of your limbs or in your face?",B,2,0.023834781913451807,0.08332928924618374,0.03818969341972301,0.16246147910236425
E_189,Have you had sexual intercourse with an HIV-positive partner in the past 12 months?,B,2,0.0203431740577729,0.08257445374661875,0.037843753395855224,0.14336305221077877
E_27,Have you ever had a sexually transmitted infection?,B,2,0.020310997833467563,0.08241960305390009,0.037772785546084105,0.14318316057182084
E_115,Have you had unprotected sex with more than one partner in the last 6 months?,B,2,0.02026809620106045,0.08221333560159608,0.03767825346934113,0.1429431882685383
E_198,Do you work in agriculture?,B,2,0.022511656568532434,0.08200132969595156,0.03758109146768509,0.1553195550859337
E_111,Do you feel like you are dying or were you afraid that you were about do die?,B,2,0.018743138176407614,0.07990223288686608,0.03661907841894227,0.1343242547496022
E_173,"Do you have a burning sensation that starts in your stomach then goes up into your throat, and can be associated with a bitter taste in your mouth?",B,2,0.018961546486843825,0.0796856242584377,0.03651980699605388,0.13556954525502246
E_215,Do you have symptoms that get worse after eating?,B,2,0.018863067739727495,0.07919032177666599,0.03629281058098779,0.13500851316700768
E_81,Do you suffer from chronic anxiety?,B,2,0.01834239792824117,0.0778494392728748,0.03567828605791919,0.1320296060942899
E_170,Do you have severe itching in one or both eyes?,B,2,0.018616383353386598,0.07766867756853384,0.03559544322878604,0.13359982825975278
E_25,Have any of your family members been diagnosed with cluster headaches?,B,2,0.016837915682691728,0.07621850559655867,0.034930831499625725,0.12329770456462133
E_80,Have you ever been diagnosed with depression?,B,2,0.017904606270268585,0.07563695378255446,0.0346643071396388,0.12950808244901008
E_14,Do you have chest pain even at rest?,B,2,0.019289158952498144,0.07519434441873216,0.03446145990474718,0.13743055708798246
E_15,Have you started or taken any antipsychotic medication within the last 7 days?,B,2,0.017923131975171654,0.07453119436768328,0.034157539190074936,0.129615099902331
E_147,"Have you been treated in hospital recently for nausea, agitation, intoxication or aggressive behavior and received medication via an intravenous or intramuscular route?",B,2,0.01787243004596325,0.07428359587608965,0.03404406515746665,0.1293221430887792
E_34,Do you have an active cancer?,B,2,0.018097663616100594,0.07366612940983827,0.03376108116400627,0.13062194002921407
E_171,Do you feel like you are detached from your own body or your surroundings?,B,2,0.017443413721892117,0.07333792489064334,0.0336106655048736,0.1268347607121265
E_126,Do you have liver cirrhosis?,B,2,0.018106438950002048,0.07331989911884526,0.03360240431958269,0.13067249778171308
E_197,Do you have a known kidney problem resulting in an inability to retain proteins?,B,2,0.018088888282199136,0.0732376104289309,0.03356469153134018,0.13057137602482924
E_86,"Do you have any close family members who suffer from allergies (any type), hay fever or eczema?",B,2,0.017698873442134472,0.07318226134382591,0.03353932512523804,0.1283177262668964
E_185,Have you ever had a head trauma?,B,2,0.017407337349186137,0.07315939394292037,0.03352884502829027,0.12662489342767655
E_98,Do you have a hiatal hernia?,B,2,0.0173166588988711,0.07159482671727868,0.03281180611889457,0.12609690393445327
E_167,Do you think you are pregnant or are you currently pregnant?,B,2,0.025751704852369633,0.07152073482173027,0.032777849909721574,0.17261742975095593
E_5,Have you ever had fluid in your lungs?,B,2,0.015333433437142283,0.07072989368931389,0.03241540855610027,0.11436828588401489
E_193,"Do you have annoying muscle spasms in your face, neck or any other part of your body?",B,2,0.016860341535995443,0.06940978451714552,0.0318104044210388,0.12342926957916438
E_164,Do you feel your heart is beating very irregularly or in a disorganized pattern?,B,2,0.015650320494694822,0.0693585815976105,0.03178693819665448,0.11626639005168221
E_168,Do you have trouble keeping your tongue in your mouth?,B,2,0.016749187306577016,0.06888209273438985,0.03156856403591312,0.12277673441477056
E_192,Do you feel that muscle spasms or soreness in your neck are keeping you from turning your head to one side?,B,2,0.01672871152747362,0.06878504252644776,0.031524086065188105,0.12265641272308576
E_205,Do you suddenly have difficulty or an inability to open your mouth or have jaw pain when opening it?,B,2,0.016727736490373457,0.06878042229360166,0.03152196861911942,0.1226506822018498
E_46,Have you had 2 or more asthma attacks in the past year?,B,2,0.01502044652799039,0.06763815792230479,0.030998470500526048,0.11248412432822924
E_184,Do you take medication that dilates your blood vessels?,B,2,0.015215453948022721,0.0673778433150593,0.030879168690402473,0.1136591662071673
E_95,Do you have Parkinson’s disease?,B,2,0.0163757480972151,0.06734529024491782,0.030864249665173527,0.12057647748897522
E_210,Have you recently thrown up blood or something resembling coffee beans?,B,2,0.018394074894549736,0.0673201943455086,0.030852748250566484,0.13232622657818457
E_138,Do you suffer from fibromyalgia?,B,2,0.01618366578848325,0.06720759088446375,0.03080114224631271,0.11943990535918043
E_18,Do you have cystic fibrosis?,B,2,0.01461483109432314,0.06703215983161782,0.03072074244709335,0.11002810326336959
E_108,Do you have a problem with poor circulation?,B,2,0.015179377575316741,0.06658847332310959,0.030517401558341286,0.11344206087050825
E_110,Have you been unable to move or get up for more than 3 consecutive days within the last 4 weeks?,B,2,0.01634747202131041,0.06555535488170128,0.03004392486244528,0.12040937318710278
E_186,Have you ever been diagnosed with obstructive sleep apnea (OSA)?,B,2,0.01629969520340249,0.06501521352891566,0.029796378857279496,0.12012686147610713
E_96,Have you gained weight recently?,B,2,0.01629579505500184,0.06499762870590954,0.029788319758185782,0.12010379023625688
E_149,Do you take a calcium channel blockers (medication)?,B,2,0.016279219424299093,0.06492290869223809,0.029754075683380343,0.1200057221903267
E_119,Have you been diagnosed with chronic sinusitis?,B,2,0.01433889559497739,0.06399427706883147,0.02932848514590456,0.10834790700298048
E_19,Have you been diagnosed with hyperthyroidism?,B,2,0.01460995590882233,0.06393698664756173,0.029302229028230084,0.10999848443014745
E_13,Do you find that your symptoms have worsened over the last 2 weeks and that progressively less effort is required to cause the symptoms?,B,2,0.014422748785591293,0.06273780387596135,0.028752645288636032,0.10885931204142295
E_8,Do you currently undergo dialysis?,B,2,0.013876728009500761,0.06267710170333411,0.0287248255702211,0.10551623936558528
E_83,Have you noticed weakness in your facial muscles and/or eyes?,B,2,0.014761086659347389,0.06261859326682478,0.028698011237914035,0.1109155646007809
E_223,Are there members of your family who have been diagnosed with pancreatic cancer?,B,2,0.013763623705882008,0.06230254897899163,0.028553168595325966,0.10481985538957027
E_190,Have you noticed that you produce more saliva than usual?,B,2,0.013991782387319837,0.06206747656166413,0.028445435244539206,0.10622324623246308
E_67,Do you have bouts of choking or shortness of breath that wake you up at night?,B,2,0.01374704807517926,0.06198465440734541,0.028407477970327392,0.1047176851511674
E_101,Have you been hospitalized for an asthma attack in the past year?,B,2,0.013906954159605772,0.061733299133907,0.028292282210002545,0.10570211315511681
E_52,Do you have the perception of seeing two images of a single object seen overlapping or adjacent to each other (double vision)?,B,2,0.01353546502444418,0.06145397673403697,0.0281642691558556,0.1034109316272443
E_63,Do you have difficulty articulating words/speaking?,B,2,0.013504263837239006,0.06128636825042187,0.028087454428864535,0.10321782318229401
E_128,Have you ever felt like you were suffocating for a very short time associated with inability to breathe or speak?,B,2,0.015070173420098634,0.06107499377486395,0.027990581810709073,0.11278411037182688
E_180,Are you unable to control the direction of your eyes?,B,2,0.015053597789395887,0.060999355805758014,0.027955917038248186,0.11268414176750467
E_10,Are you currently taking or have you recently taken anti-inflammatory drugs (NSAIDs)?,B,2,0.015380235217950042,0.06090696663869699,0.02791357521585558,0.11464922053704481
E_188,Do you have pale stools and dark urine?,B,2,0.013319981825308453,0.05994288421711952,0.02747173762856242,0.10207511817906655
E_107,Have you ever had a stroke?,B,2,0.014716234952739951,0.059654265809206804,0.02733946422729877,0.1106436363438239
E_139,Do you have a known heart defect?,B,2,0.01366514495876568,0.05917295514739099,0.027118880243195823,0.10421241416995507
E_158,Were you diagnosed with endocrine disease or a hormone dysfunction?,B,2,0.014827389182158382,0.05847140131590738,0.026797359131181565,0.11131718013096448
E_93,"Do you have numbness, loss of sensation or tingling in the feet?",B,2,0.013627118511859377,0.057173100029431906,0.02620234951876967,0.10397758025608458
E_72,Have you had one or several flare ups of chronic obstructive pulmonary disease (COPD) in the past year?,B,2,0.012501925698272819,0.05709373928780931,0.026165978605018386,0.09695674214008569
E_211,Have you vomited several times or have you made several efforts to vomit?,B,2,0.011817449653959334,0.05691386022250243,0.026083540288085176,0.0926142274418029
E_75,Do you feel like you are (or were) choking or suffocating?,B,2,0.013863077490098498,0.05639932074847882,0.025847727587136125,0.1054322648037283
E_20,Do you have Rheumatoid Arthritis?,B,2,0.012446348583563605,0.055462948444932145,0.025418589507084578,0.09660622795981254
E_114,Are you more irritable or has your mood been very unstable recently?,B,2,0.013803600226988637,0.055418645427364056,0.025398285497848457,0.10506614589231596
E_1,Are you currently being treated or have you recently been treated with an oral antibiotic for an ear infection?,B,2,0.013772399039783464,0.055279703800176355,0.025334608749930213,0.10487393369163588
E_47,Do you suffer from Crohn’s disease or ulcerative colitis (UC)?,B,2,0.01232641902024372,0.05484966536388721,0.02513752275304789,0.0958486178689655
E_29,Do any members of your immediate family have a psychiatric illness?,B,2,0.013518889393741431,0.05484240488722625,0.02513419528703598,0.10330835587809929
E_99,Have you ever had a migraine or is a member of your family known to have migraines?,B,2,0.01322442818949261,0.05351899087997955,0.024527676550811034,0.10148114002993569
E_38,Do you have pain or weakness in your jaw?,B,2,0.011990031220687947,0.05338181108277046,0.02446480724703817,0.09371446553698314
E_127,Do you feel that your eyes produce excessive tears?,B,2,0.012281567313636284,0.05263481016818733,0.024122457802200094,0.09556484698052321
E_156,"Have you had weakness or paralysis on one side of the face, which may still be present or completely resolved?",B,2,0.012645256151996584,0.05257782070249632,0.02409633961203453,0.09785903779027535
E_30,Do you feel your abdomen is bloated or distended (swollen due to pressure from inside)?,B,2,0.012140186934112843,0.05247316172410474,0.024048374552755217,0.09466878203723418
E_28,Are there any members of your family who have been diagnosed myasthenia gravis?,B,2,0.011781373281253352,0.052324210760523744,0.02398011054036307,0.09238377093551396
E_6,Do you have chronic pancreatitis?,B,2,0.011789173578054646,0.052079810087462715,0.023868102063389265,0.09243361301808085
E_221,"Are the symptoms or pain increased with coughing, with an effort like lifting a weight or from forcing a bowel movement?",B,2,0.011851575952464992,0.05107336399112125,0.02340684926487799,0.0928320788434114
E_43,Have you lost consciousness associated with violent and sustained muscle contractions or had an absence episode?,B,2,0.011859376249266284,0.05020794380297786,0.023010228437274464,0.09288185329067526
E_160,Were you born prematurely or did you suffer any complication at birth?,B,2,0.011426459776794507,0.049030498697534126,0.022470607038817512,0.09010790164721326
E_200,Do you work in the mining sector?,B,2,0.010902864854007694,0.048792154110521554,0.022361374057370025,0.08672084411026655
E_74,Have you noticed a diffuse (widespread) redness in one or both eyes?,B,2,0.011466436297901134,0.0483655099288336,0.02216584364248991,0.0903650445414683
E_213,Have you recently taken decongestants or other substances that may have stimulant effects?,B,2,0.010968192339718526,0.04807252819491735,0.02203157053519405,0.0871454056006999
E_60,Do you consume energy drinks regularly?,B,2,0.010960392042917233,0.04803428865397572,0.022014045408575517,0.08709474159612007
E_33,Do you have pain that improves when you lean forward?,B,2,0.010201813178991461,0.045690686418600204,0.020939975874604694,0.08212807648876007
E_150,Have you been able to pass stools or gas since your symptoms increased?,B,2,0.010486524012238665,0.044588837532739525,0.02043500011486233,0.08400149735383179
E_21,Have you ever had a spontaneous pneumothorax?,B,2,0.008378493801689155,0.04414668843669456,0.02023236382003112,0.06984083960351646
E_224,Do you have family members who have had lung cancer?,B,2,0.009305754083942894,0.04375183390944985,0.02005140255806337,0.07615477711086018
E_35,Do you regularly drink coffee or tea?,B,2,0.010073108281770122,0.043736120594295304,0.020044201168326482,0.08127740537655284
E_199,Do you work in construction?,B,2,0.00967334307070384,0.04269055932292724,0.019565021941354847,0.0786197476661234
E_90,Do your symptoms of muscle weakness increase with fatigue and/or stress?,B,2,0.008969366284387121,0.0386630407107951,0.017719215953676884,0.07388052195495891
E_206,Do you have painful mouth ulcers or sores?,B,2,0.007553612414952389,0.036958771803771426,0.016938151964618783,0.06409881914199891
E_163,Have you had any vaginal discharge?,B,2,0.008941090208482433,0.036890892647911074,0.016907043045109846,0.07368852522739258
E_166,Did you vomit after coughing?,B,2,0.005774169707157357,0.034840985608542444,0.01596757359708494,0.05124397824208891
E_216,Do you have pain that is increased with movement?,B,2,0.005547961099919852,0.034209616076188894,0.01567821784842493,0.0495572274572381
E_145,Do you have very abundant or very long menstruation periods?,B,2,0.01075953440028393,0.033571895084316246,0.015385951235001806,0.08578733826635146
E_165,Have any of your family members ever had a pneumothorax?,B,2,0.006576625240590404,0.033270702407887626,0.015247915064561272,0.057127045948150865
E_102,Are you consulting because you have high blood pressure?,B,2,0.00674433162181821,0.03257616465266716,0.014929609410208088,0.058337979165025505
E_64,Do you feel out of breath with minimal physical effort?,B,2,0.0065181230145807045,0.03205392762655547,0.01469026893220747,0.056703174168929074
E_100,Do you currently take hormones?,B,2,0.007895850437109131,0.02985067139048296,0.013680519767875609,0.06649627513839462
E_174,Have you been unintentionally losing weight or have you lost your appetite?,B,2,0.0050428918820361116,0.025515882738658922,0.011693892362913842,0.04574197265816461
E_153,Are you being treated for osteoporosis?,B,2,0.004125381970783988,0.023580110665185765,0.010806730805613184,0.0386175809354993
E_40,Have you been in contact with someone who has had pertussis (whoooping cough)?,B,2,0.003912823882948746,0.021806176414504518,0.009993739289747524,0.036927049304934505
E_37,Do you have metastatic cancer?,B,2,0.0037538928356223955,0.02119606441261637,0.009714125836727835,0.035652146121799885
E_112,Do you wheeze while inhaling or is your breathing noisy after coughing spells?,B,2,0.0034136048876659757,0.01876450047361465,0.008599743580489132,0.032889117714487485
E_141,Did you have your first menstrual period before the age of 12?,B,2,0.003949875292754889,0.018373157379885825,0.008420391603451668,0.0372229078522647
E_4,Have you or any member of your family ever had croup?,B,2,0.0021831080672619595,0.014109081164941995,0.0064661716066154945,0.022443482936931228
E_202,Does the person have a whooping cough?,B,2,0.0020251520570357703,0.012956240483226283,0.005937826380167714,0.021039276043321228
E_17,Are you of Asian descent?,B,2,0.0020826792459453084,0.008450437652736216,0.0038728234230710123,0.02155267676695288
