policy_name,cohort,dataset_name,case_id,budget,ground_truth_diagnosis,policy_prediction,correct_top1,gtpa_at_3,gtpa_at_5,original_correct_top1,changed_prediction,policy_action,learned_top_label,learned_top_score,current_candidate_score,score_delta_vs_current,candidate_pool_has_truth,candidate_pool_size,candidate_pool_truth_rank,num_questions,branch_count,branch_question_count
integrated_recovered_pool_evidence_card_policy_v1,prospective90,ddxplus,test:62404,10,Unstable angina,Stable angina,False,True,True,False,True,learned_override,Stable angina,0.9920270764458237,0.00020343755254887647,0.9918236388932747,True,18,4,10.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,ddxplus,test:62404,15,Unstable angina,Unstable angina,True,True,True,False,True,learned_override,Unstable angina,0.9350385335504742,0.005896722119844164,0.92914181143063,True,21,5,15.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,ddxplus,test:75758,5,HIV (initial infection),HIV (initial infection),True,True,True,True,False,preserve_current,HIV (initial infection),0.995015118418056,0.995015118418056,0.0,True,21,1,5.0,1.0,2.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,ddxplus,test:75758,10,HIV (initial infection),HIV (initial infection),True,True,True,True,False,preserve_current,HIV (initial infection),0.9884275484096885,0.9884275484096885,0.0,True,14,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,ddxplus,test:75758,15,HIV (initial infection),HIV (initial infection),True,True,True,True,False,preserve_current,HIV (initial infection),0.9810801435571642,0.9810801435571642,0.0,True,15,1,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:112,5,IgA vasculitis,IgA vasculitis,True,True,True,True,False,preserve_current,IgA vasculitis,0.9909867398031834,0.9909867398031834,0.0,True,4,1,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:112,10,IgA vasculitis,IgA vasculitis,True,True,True,True,False,preserve_current,IgA vasculitis,0.9901641444214617,0.9901641444214617,0.0,True,4,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:112,15,IgA vasculitis,IgA vasculitis,True,True,True,True,False,preserve_current,IgA vasculitis,0.9892672879329936,0.9892672879329936,0.0,True,4,1,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:134,5,Dermatosis papulosa nigra,Dermatosis papulosa nigra,True,True,True,True,False,preserve_current,Dermatosis papulosa nigra,0.9909867398031834,0.9909867398031834,0.0,True,4,1,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:134,10,Dermatosis papulosa nigra,Dermatosis papulosa nigra,True,True,True,True,False,preserve_current,Dermatosis papulosa nigra,0.9901641444214617,0.9901641444214617,0.0,True,4,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:134,15,Dermatosis papulosa nigra,Dermatosis papulosa nigra,True,True,True,True,False,preserve_current,Dermatosis papulosa nigra,0.9892672879329936,0.9892672879329936,0.0,True,4,1,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:19,5,Type I minocycline hyperpigmentation,Type II minocycline hyperpigmentation,False,True,True,False,False,preserve_current,Type II minocycline hyperpigmentation,0.9909867398031834,0.9909867398031834,0.0,True,4,2,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:19,10,Type I minocycline hyperpigmentation,Type II minocycline hyperpigmentation,False,True,True,False,False,preserve_current,Type II minocycline hyperpigmentation,0.9922159580443197,0.9922159580443197,0.0,True,4,2,6.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:19,15,Type I minocycline hyperpigmentation,Type II minocycline hyperpigmentation,False,True,True,False,False,preserve_current,Type II minocycline hyperpigmentation,0.9892672879329936,0.9892672879329936,0.0,True,4,2,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:23,5,Trachyonychia,Trachyonychia,True,True,True,True,False,preserve_current,Trachyonychia,0.9934229052062635,0.9934229052062635,0.0,True,4,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:23,10,Trachyonychia,Trachyonychia,True,True,True,True,False,preserve_current,Trachyonychia,0.9919290544161953,0.9919290544161953,0.0,True,4,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:23,15,Trachyonychia,Trachyonychia,True,True,True,True,False,preserve_current,Trachyonychia,0.9911916949902498,0.9911916949902498,0.0,True,4,1,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:27,5,Lichen amyloidosis,Lichen amyloidosis,True,True,True,True,False,preserve_current,Lichen amyloidosis,0.9926051486361147,0.9926051486361147,0.0,True,4,1,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:27,10,Lichen amyloidosis,Lichen amyloidosis,True,True,True,True,False,preserve_current,Lichen amyloidosis,0.9919290544161953,0.9919290544161953,0.0,True,4,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:27,15,Lichen amyloidosis,Lichen amyloidosis,True,True,True,True,False,preserve_current,Lichen amyloidosis,0.9911916949902498,0.9911916949902498,0.0,True,4,1,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:28,5,Tinea nigra,Tinea nigra,True,True,True,True,False,preserve_current,Tinea nigra,0.9926051486361147,0.9926051486361147,0.0,True,4,1,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:28,10,Tinea nigra,Tinea nigra,True,True,True,True,False,preserve_current,Tinea nigra,0.9936150721875228,0.9936150721875228,0.0,True,4,1,6.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:28,15,Tinea nigra,Tinea nigra,True,True,True,True,False,preserve_current,Tinea nigra,0.9930306646430969,0.9930306646430969,0.0,True,4,1,7.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:54,5,Tinea incognito,Tinea incognito,True,True,True,True,False,preserve_current,Tinea incognito,0.9941507633999446,0.9941507633999446,0.0,True,4,1,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:54,10,Tinea incognito,Eczema,False,True,True,False,False,preserve_current,Eczema,0.992821035846928,0.992821035846928,0.0,True,4,2,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:54,15,Tinea incognito,Eczema,False,True,True,False,False,preserve_current,Eczema,0.9930306646430969,0.9930306646430969,0.0,True,4,2,7.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:57,5,Pilar cyst,Pilomatricoma,False,True,True,False,False,preserve_current,Pilomatricoma,0.9941507633999446,0.9941507633999446,0.0,True,4,2,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:57,10,Pilar cyst,Pilomatricoma,False,True,True,False,False,preserve_current,Pilomatricoma,0.992821035846928,0.992821035846928,0.0,True,4,2,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:57,15,Pilar cyst,Pilomatricoma,False,True,True,False,False,preserve_current,Pilomatricoma,0.9911916949902498,0.9911916949902498,0.0,True,4,2,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:83,5,Cutaneous sarcoidosis,Cutaneous sarcoidosis,True,True,True,True,False,preserve_current,Cutaneous sarcoidosis,0.9967769909580989,0.9967769909580989,0.0,True,4,1,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:83,10,Cutaneous sarcoidosis,Cutaneous sarcoidosis,True,True,True,True,False,preserve_current,Cutaneous sarcoidosis,0.9960080170221587,0.9960080170221587,0.0,True,4,1,10.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:83,15,Cutaneous sarcoidosis,Cutaneous sarcoidosis,True,True,True,True,False,preserve_current,Cutaneous sarcoidosis,0.9956416731686492,0.9956416731686492,0.0,True,4,1,11.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:89,5,Acral lentiginous melanoma,Acral lentiginous melanoma,True,True,True,True,False,preserve_current,Acral lentiginous melanoma,0.9926051486361147,0.9926051486361147,0.0,True,4,1,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:89,10,Acral lentiginous melanoma,Acral lentiginous melanoma,True,True,True,True,False,preserve_current,Acral lentiginous melanoma,0.9919290544161953,0.9919290544161953,0.0,True,4,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,icraft_md,icraft_md:89,15,Acral lentiginous melanoma,Acral lentiginous melanoma,True,True,True,True,False,preserve_current,Acral lentiginous melanoma,0.9921645238878503,0.9921645238878503,0.0,True,4,1,6.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:HMS:24,5,Kimura disease,Eosinophilic granulomatosis with polyangiitis,False,False,False,False,False,preserve_current,Eosinophilic granulomatosis with polyangiitis,0.9825378395588577,0.9825378395588577,0.0,False,14,999,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:HMS:24,10,Kimura disease,Eosinophilic granulomatosis with polyangiitis,False,False,False,False,False,preserve_current,Eosinophilic granulomatosis with polyangiitis,0.9805463683496812,0.9805463683496812,0.0,False,14,999,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:HMS:24,15,Kimura disease,Eosinophilic granulomatosis with polyangiitis,False,False,False,False,False,preserve_current,Eosinophilic granulomatosis with polyangiitis,0.978037095203282,0.978037095203282,0.0,False,14,999,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:HMS:65,5,Thrombotic thrombocytopenic purpura,Fabry disease,False,True,True,False,False,preserve_current,Thrombotic thrombocytopenic purpura,0.941849958199926,0.17816211961477,0.763687838585156,True,14,7,5.0,1.0,2.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:HMS:65,10,Thrombotic thrombocytopenic purpura,Granulomatosis with polyangiitis,False,True,True,False,False,preserve_current,Thrombotic thrombocytopenic purpura,0.9468987843687204,0.32774266695686405,0.6191561174118564,True,14,6,8.0,2.0,4.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:HMS:65,15,Thrombotic thrombocytopenic purpura,Thrombotic thrombocytopenic purpura,True,True,True,True,False,preserve_current,Thrombotic thrombocytopenic purpura,0.5770526444130657,0.5770526444130657,0.0,True,17,1,9.0,2.0,4.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:LIRICAL:137,5,"Ectodermal dysplasia 9, Hair/nail type",Retinitis pigmentosa,False,False,False,False,False,preserve_current,X-linked hypohidrotic ectodermal dysplasia,0.8936561924916423,0.2526830781186731,0.6409731143729692,True,17,12,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:LIRICAL:137,10,"Ectodermal dysplasia 9, Hair/nail type",X-linked hypohidrotic ectodermal dysplasia,False,False,False,False,False,preserve_current,X-linked hypohidrotic ectodermal dysplasia,0.7957608045196256,0.7957608045196256,0.0,True,19,4,10.0,2.0,4.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:LIRICAL:137,15,"Ectodermal dysplasia 9, Hair/nail type",Retinitis pigmentosa,False,False,False,False,False,preserve_current,X-linked hypohidrotic ectodermal dysplasia,0.7774684617099493,0.1431571138992835,0.6343113478106658,True,17,12,6.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:LIRICAL:241,5,Tietz syndrome,Waardenburg syndrome type 3,False,False,False,False,False,preserve_current,Waardenburg syndrome type 3,0.9155265648663381,0.9155265648663381,0.0,False,23,999,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:LIRICAL:241,10,Tietz syndrome,Waardenburg syndrome type 3,False,False,False,False,False,preserve_current,Waardenburg syndrome type 3,0.9095443174585116,0.9095443174585116,0.0,False,23,999,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:LIRICAL:241,15,Tietz syndrome,Waardenburg syndrome type 3,False,False,False,False,False,preserve_current,Waardenburg syndrome type 3,0.9053059075158958,0.9053059075158958,0.0,False,23,999,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:LIRICAL:296,5,Severe combined immunodeficiency due to adenosine deaminase deficiency,Severe combined immunodeficiency due to adenosine deaminase deficiency,True,True,True,True,False,preserve_current,Severe combined immunodeficiency due to adenosine deaminase deficiency,0.6423549677798248,0.6423549677798248,0.0,True,14,1,5.0,1.0,2.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:LIRICAL:296,10,Severe combined immunodeficiency due to adenosine deaminase deficiency,Chronic mucocutaneous candidiasis,False,True,True,False,False,preserve_current,Severe combined immunodeficiency due to adenosine deaminase deficiency,0.8731071623191965,0.3669841299186036,0.506123032400593,True,14,2,10.0,2.0,4.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:LIRICAL:296,15,Severe combined immunodeficiency due to adenosine deaminase deficiency,Chronic mucocutaneous candidiasis,False,True,True,False,False,preserve_current,Severe combined immunodeficiency due to adenosine deaminase deficiency,0.6454250236027793,0.10824021805609234,0.537184805546687,True,14,2,9.0,2.0,4.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:MME:23,5,"Spondylometaphyseal dysplasia, Sedaghatian type","Spondylometaphyseal dysplasia, Sedaghatian type",True,True,True,True,False,preserve_current,"Spondylometaphyseal dysplasia, Sedaghatian type",0.9831503114186787,0.9831503114186787,0.0,True,15,1,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:MME:23,10,"Spondylometaphyseal dysplasia, Sedaghatian type","Spondylometaphyseal dysplasia, Sedaghatian type",True,True,True,True,False,preserve_current,"Spondylometaphyseal dysplasia, Sedaghatian type",0.9810683611612806,0.9810683611612806,0.0,True,15,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:MME:23,15,"Spondylometaphyseal dysplasia, Sedaghatian type","Spondylometaphyseal dysplasia, Sedaghatian type",True,True,True,True,False,preserve_current,"Spondylometaphyseal dysplasia, Sedaghatian type",0.9822702010208771,0.9822702010208771,0.0,True,16,1,6.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:229,5,Citrullinemia type I,Ornithine transcarbamylase deficiency,False,True,True,False,False,preserve_current,Ornithine transcarbamylase deficiency,0.9792678003911313,0.9792678003911313,0.0,True,14,5,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:229,10,Citrullinemia type I,Ornithine transcarbamylase deficiency,False,True,True,False,False,preserve_current,Ornithine transcarbamylase deficiency,0.9797171816733403,0.9797171816733403,0.0,True,15,5,6.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:229,15,Citrullinemia type I,Ornithine transcarbamylase deficiency,False,True,True,False,False,preserve_current,Ornithine transcarbamylase deficiency,0.9750604248088182,0.9750604248088182,0.0,True,14,5,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:429,5,Galactosemia,Phenylketonuria,False,True,True,False,False,preserve_current,Galactosemia,0.9519619591735333,0.547823670104066,0.40413828906946736,True,13,2,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:429,10,Galactosemia,Galactosemia,True,True,True,False,True,learned_override,Galactosemia,0.9727227141869319,0.1504508969203927,0.8222718172665392,True,13,7,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:429,15,Galactosemia,Phenylketonuria,False,True,True,False,False,preserve_current,Galactosemia,0.9243356707340269,0.4456189134136016,0.4787167573204253,True,13,2,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:477,5,Medium chain acyl-CoA dehydrogenase deficiency,Medium chain acyl-CoA dehydrogenase deficiency,True,True,True,True,False,preserve_current,Medium chain acyl-CoA dehydrogenase deficiency,0.9822411991700162,0.9822411991700162,0.0,True,16,1,3.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:477,10,Medium chain acyl-CoA dehydrogenase deficiency,Medium chain acyl-CoA dehydrogenase deficiency,True,True,True,True,False,preserve_current,Medium chain acyl-CoA dehydrogenase deficiency,0.9806626306853594,0.9806626306853594,0.0,True,16,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:477,15,Medium chain acyl-CoA dehydrogenase deficiency,Medium chain acyl-CoA dehydrogenase deficiency,True,True,True,True,False,preserve_current,Medium chain acyl-CoA dehydrogenase deficiency,0.9763451860867128,0.9763451860867128,0.0,True,16,1,5.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:68,5,Phenylketonuria,Phenylketonuria,True,True,True,True,False,preserve_current,Phenylketonuria,0.8782056958740512,0.8782056958740512,0.0,True,13,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:68,10,Phenylketonuria,Phenylketonuria,True,True,True,True,False,preserve_current,Phenylketonuria,0.8699827604681505,0.8699827604681505,0.0,True,12,1,4.0,0.0,0.0
integrated_recovered_pool_evidence_card_policy_v1,prospective90,rarebench,rarebench:RAMEDIS:68,15,Phenylketonuria,Phenylketonuria,True,True,True,True,False,preserve_current,Phenylketonuria,0.8585341396491858,0.8585341396491858,0.0,True,12,1,5.0,0.0,0.0
